Project name,Funnel,Project Category,Project Type,Block,Fiscal Terms,CVX Share,Project POS,Delin Count,Well depth,Initial Yield,Ya,Yb,WI,BTU,N2,CO2,Risked Well Count,Meas Gas BTU Reserve (BCF),Mean Condy Reserves (MBBL),Mean Oil Reserves (MBBL),Mean Sol.Gas Reserves (BCF),OPEX,Extra OPEX, Risked WHP Count ,Extra platform costs,Risked Pipeline Count,Extra pipeline costs,Delin Costs,Well Costs,Extra well costs,Risked Rigmove Count,Initial TTP costs,WHP aban. Costs,Well aban. Costs,Slot recovery costs,Drilling days,Rigmove days,Oil IP,Oil Hold Reserves,Oil Decline Rate,Oil AR,Gas BTU IP,Gas Hold Reserves,Gas Decline Rate,Gas BTU AR,Mode 1 flag,Mode 1 Date,Drilling Start Date,Online Date,Project Duration,Depletion Date,Year_DC,Year_WHP,Year_Delin,Total Wells,Total Delin,CH4,Trunkline,Operating Area,Plateau
 KLD-20_RB , AQCPP , G , INFILL , B , PSC , 0.429 , 0.87 , -   ," 8,022 ", 1.75 , 18.74 , 1.00 ," 1,069.16 ", 953.67 , 2.02 , 7.48 , 6 , 21.07 , 0.03 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 6.09 , -   , 1.00 , 0.97 , -   , 6.09 , -   , 30.16 , 7.00 , -   , -   , -   , -   , 26.72 , 6.32 , 0.00161 , 2.90 ,,2/21/2032,11/1/2029,12/1/2029, 30.00 ,8/1/2034,2029,2029,2029, 7.00 , -   , 95.72 , N , KL , 0.30 
 KLU-26_RB , AQCPP , G , INFILL , B , PSC , 0.429 , 0.70 , -   ," 9,076 ", 1.75 , 25.21 , 1.00 ," 1,069.16 ", 953.67 , 2.02 , 7.48 , 4 , 15.67 , 0.02 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 4.20 , -   , 1.00 , 0.67 , -   , 4.20 , -   , 25.56 , 7.00 , -   , -   , -   , -   , 18.42 , 4.70 , 0.00150 , 2.00 ,,3/18/2032,12/6/2029,1/1/2030, 26.00 ,1/1/2035,2029,2029,2029, 6.00 , -   , 95.72 , OT , KL , 0.30 
 VDU-16 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.55 , 1.00 ," 8,693 ", 18.37 , 15.67 , 1.00 ," 1,105.48 "," 1,048.36 ", 4.84 , 6.82 , 9 , 23.42 , 0.29 , -   , -   , 4.50 , -   , 0.55 , -   , 0.55 , -   , 3.12 , 8.80 , -   , 1.00 , 1.41 , 1.00 , 8.80 , -   , 49.25 , 7.00 , -   , -   , -   , -   , 42.44 , 7.03 , 0.00231 , 4.61 ,,5/6/2032,12/14/2029,2/1/2030, 49.00 ,6/1/2033,2029,2029,2029, 16.00 , 1.00 , 86.37 , W , VD , 0.30 
 KLU-16 , AQCPP , G , WHP , B , PSC , 0.429 , 0.73 , 1.00 ," 7,737 ", 0.21 , 8.32 , 1.00 ," 1,046.81 ", 922.65 , 3.42 , 6.27 , 13 , 46.55 , 0.01 , -   , -   , 4.50 , -   , 0.73 , -   , 0.73 , -   , 3.12 , 13.14 , -   , 1.00 , 2.10 , 1.00 , 13.14 , -   , 62.57 , 7.00 , -   , -   , -   , -   , 55.77 , 13.97 , 0.00153 , 6.06 ,,7/8/2032,1/28/2030,4/1/2030, 63.00 ,4/1/2035,2030,2030,2030, 18.00 , 1.00 , 98.72 , N , KL , 0.30 
 KLD-20_RC , AQCPP , G , INFILL , B , PSC , 0.429 , 0.87 , -   ," 8,022 ", 1.75 , 32.80 , 1.00 ," 1,069.16 ", 953.67 , 2.02 , 7.48 , 3 , 12.04 , 0.01 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 3.48 , -   , 1.00 , 0.56 , -   , 3.48 , -   , 17.24 , 7.00 , -   , -   , -   , -   , 15.27 , 3.61 , 0.00161 , 1.66 ,,7/25/2032,6/14/2030,7/1/2030, 17.00 ,3/1/2035,2030,2030,2030, 4.00 , -   , 95.72 , N , KL , 0.30 
 KLU-26_RC , AQCPP , G , INFILL , B , PSC , 0.429 , 0.70 , -   ," 9,076 ", 1.75 , 37.82 , 1.00 ," 1,069.16 ", 953.67 , 2.02 , 7.48 , 3 , 10.45 , 0.01 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 2.80 , -   , 1.00 , 0.45 , -   , 2.80 , -   , 17.04 , 7.00 , -   , -   , -   , -   , 12.28 , 3.13 , 0.00150 , 1.34 ,,8/11/2032,6/14/2030,7/1/2030, 17.00 ,8/1/2035,2030,2030,2030, 4.00 , -   , 95.72 , OT , KL , 0.30 
 VDU-19 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.65 , 1.00 ," 8,718 ", 18.37 , 14.04 , 1.00 ," 1,105.48 "," 1,048.36 ", 4.84 , 6.82 , 10 , 26.13 , 0.32 , -   , -   , 4.50 , -   , 0.65 , -   , 0.65 , -   , 3.12 , 9.75 , -   , 1.00 , 1.56 , 1.00 , 9.75 , -   , 54.85 , 7.00 , -   , -   , -   , -   , 47.02 , 7.84 , 0.00229 , 5.11 ,,10/5/2032,6/7/2030,8/1/2030, 55.00 ,1/1/2034,2030,2030,2030, 15.00 , 1.00 , 86.37 , W , VD , 0.30 
 KLU-33 , AQCPP , G , WHP , B , PSC , 0.429 , 0.73 , 1.00 ," 6,884 ", 0.83 , 9.48 , 1.00 ," 1,168.63 ", 998.94 , 2.66 , 1.10 , 15 , 44.02 , 0.02 , -   , -   , 4.50 , -   , 0.73 , -   , 0.73 , -   , 3.12 , 14.60 , -   , 1.00 , 2.34 , 1.00 , 14.60 , -   , 65.49 , 7.00 , -   , -   , -   , -   , 67.09 , 13.20 , 0.00194 , 7.29 ,,12/9/2032,7/28/2030,10/1/2030, 65.00 ,11/1/2034,2030,2030,2030, 20.00 , 1.00 , 97.10 , N , KL , 0.30 
 VDU-09 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.35 , 1.00 ," 7,619 ", 18.37 , 25.34 , 1.00 ," 1,105.48 "," 1,048.36 ", 4.84 , 6.82 , 6 , 14.48 , 0.18 , -   , -   , 4.50 , -   , 0.35 , -   , 0.35 , -   , 3.12 , 5.95 , -   , 1.00 , 0.95 , 1.00 , 5.95 , -   , 27.95 , 7.00 , -   , -   , -   , -   , 28.69 , 4.34 , 0.00252 , 3.12 ,,6/22/2033,1/4/2031,2/1/2031, 28.00 ,3/1/2034,2031,2031,2031, 17.00 , 1.00 , 86.37 , W , VD , 0.30 
 CVU-03 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.84 , 1.00 ," 9,896 ", 19.67 , 9.46 , 1.00 ," 1,043.02 "," 1,019.34 ", 2.52 , 13.53 , 15 , 37.15 , 0.50 , -   , -   , 4.50 , -   , 0.84 , -   , 0.84 , -   , 3.12 , 15.12 , -   , 1.00 , 2.42 , 1.00 , 15.12 , -   , 112.38 , 7.00 , -   , -   , -   , -   , 70.90 , 11.15 , 0.00243 , 7.71 ,,10/12/2033,12/10/2030,4/1/2031, 112.00 ,7/1/2034,2030,2030,2030, 18.00 , 1.00 , 85.09 , W , CV , 0.30 
 VDU-14 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.40 , 1.00 ," 8,346 ", 18.37 , 22.99 , 1.00 ," 1,105.48 "," 1,048.36 ", 4.84 , 6.82 , 6 , 15.96 , 0.20 , -   , -   , 4.50 , -   , 0.40 , -   , 0.40 , -   , 3.12 , 6.00 , -   , 1.00 , 0.96 , 1.00 , 6.00 , -   , 31.38 , 7.00 , -   , -   , -   , -   , 28.93 , 4.79 , 0.00231 , 3.15 ,,11/12/2033,5/31/2031,7/1/2031, 31.00 ,11/1/2034,2031,2031,2031, 15.00 , 1.00 , 86.37 , W , VD , 0.30 
 KLU-30 , AQCPP , G , WHP , B , PSC , 0.429 , 1.00 , -   ," 7,531 ", 0.83 , 8.56 , 1.00 ," 1,168.63 ", 998.94 , 2.66 , 1.10 , 14 , 48.75 , 0.03 , -   , -   , 4.50 , -   , 1.00 , -   , 1.00 , -   , -   , 14.00 , -   , 1.00 , 2.24 , 1.00 , 14.00 , -   , 65.17 , 7.00 , -   , -   , -   , -   , 64.33 , 14.63 , 0.00168 , 6.99 ,,1/16/2034,6/28/2031,9/1/2031, 65.00 ,3/1/2036,2031,2031,2031, 14.00 , -   , 97.10 , N , KL , 0.30 
 VDU-22 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.60 , 1.00 ," 9,219 ", 18.37 , 15.31 , 1.00 ," 1,105.48 "," 1,048.36 ", 4.84 , 6.82 , 9 , 23.98 , 0.29 , -   , -   , 4.50 , -   , 0.60 , -   , 0.60 , -   , 3.12 , 9.00 , -   , 1.00 , 1.44 , 1.00 , 9.00 , -   , 56.62 , 7.00 , -   , -   , -   , -   , 43.40 , 7.19 , 0.00230 , 4.72 ,,3/14/2034,9/5/2031,11/1/2031, 57.00 ,3/1/2035,2031,2031,2031, 15.00 , 1.00 , 86.37 , W , VD , 0.30 
 AQU-13 , AQCPP , G , WHP , B , PSC , 0.429 , 0.66 , 1.00 ," 9,621 ", 1.08 , 7.81 , 1.00 , 938.52 , 873.87 , 3.22 , 15.17 , 13 , 46.62 , 0.04 , -   , -   , 4.50 , -   , 0.66 , -   , 0.66 , -   , 3.12 , 13.20 , -   , 1.00 , 2.11 , 1.00 , 13.20 , -   , 91.56 , 7.00 , -   , -   , -   , -   , 53.06 , 13.99 , 0.00145 , 5.77 ,,6/14/2034,10/1/2031,1/1/2032, 92.00 ,3/1/2037,2031,2031,2031, 20.00 , 1.00 , 96.93 , OT , AQ , 0.30 
 AQD-12 , AQCPP , G , WHP , B , PSC , 0.429 , 0.84 , 1.00 ," 9,317 ", 1.08 , 6.46 , 1.00 , 938.52 , 873.87 , 3.22 , 15.17 , 17 , 56.39 , 0.05 , -   , -   , 4.50 , -   , 0.84 , -   , 0.84 , -   , 3.12 , 16.80 , -   , 1.00 , 2.69 , 1.00 , 16.80 , -   , 108.18 , 7.00 , -   , -   , -   , -   , 67.53 , 16.92 , 0.00153 , 7.34 ,,9/30/2034,12/15/2031,4/1/2032, 108.00 ,2/1/2037,2031,2031,2031, 20.00 , 1.00 , 96.93 , OT , AQ , 0.30 
 AQU-18 , AQCPP , G , WHP , B , PSC , 0.429 , 0.66 , 1.00 ," 9,990 ", 1.08 , 7.64 , 1.00 , 938.52 , 873.87 , 3.22 , 15.17 , 13 , 47.66 , 0.04 , -   , -   , 4.50 , -   , 0.66 , -   , 0.66 , -   , 3.12 , 13.20 , -   , 1.00 , 2.11 , 1.00 , 13.20 , -   , 100.49 , 7.00 , -   , -   , -   , -   , 53.06 , 14.30 , 0.00142 , 5.77 ,,1/8/2035,2/22/2032,6/1/2032, 100.00 ,9/1/2037,2032,2032,2032, 20.00 , 1.00 , 96.93 , OT , AQ , 0.30 
 VDU-07 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.40 , 1.00 ," 7,188 ", 18.37 , 24.73 , 1.00 ," 1,105.48 "," 1,048.36 ", 4.84 , 6.82 , 6 , 14.83 , 0.18 , -   , -   , 4.50 , -   , 0.40 , -   , 0.40 , -   , 3.12 , 5.60 , -   , 1.00 , 0.90 , 1.00 , 5.60 , -   , 25.39 , 7.00 , -   , -   , -   , -   , 27.01 , 4.45 , 0.00232 , 2.94 ,,2/2/2035,7/7/2032,8/1/2032, 25.00 ,12/1/2035,2032,2032,2032, 14.00 , 1.00 , 86.37 , W , VD , 0.30 
 AQU-13_RA , AQCPP , G , INFILL , B , PSC , 0.429 , 0.66 , -   ," 9,713 ", 1.08 , 31.24 , 1.00 , 938.52 , 873.87 , 3.22 , 15.17 , 3 , 11.66 , 0.01 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 3.30 , -   , 1.00 , 0.53 , -   , 3.30 , -   , 23.42 , 7.00 , -   , -   , -   , -   , 13.27 , 3.50 , 0.00145 , 1.44 ,,2/25/2035,9/8/2032,10/1/2032, 23.00 ,11/1/2037,2032,2032,2032, 5.00 , -   , 96.93 , OT , AQ , 0.30 
 AQD-12_RA , AQCPP , G , INFILL , B , PSC , 0.429 , 0.84 , -   ," 9,317 ", 1.08 , 25.83 , 1.00 , 938.52 , 873.87 , 3.22 , 15.17 , 4 , 14.10 , 0.01 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 4.20 , -   , 1.00 , 0.67 , -   , 4.20 , -   , 27.04 , 7.00 , -   , -   , -   , -   , 16.88 , 4.23 , 0.00153 , 1.84 ,,3/24/2035,9/4/2032,10/1/2032, 27.00 ,8/1/2037,2032,2032,2032, 5.00 , -   , 96.93 , OT , AQ , 0.30 
 AQU-18_RA , AQCPP , G , INFILL , B , PSC , 0.429 , 0.66 , -   ," 9,990 ", 1.08 , 50.93 , 1.00 , 938.52 , 873.87 , 3.22 , 15.17 , 2 , 7.15 , 0.01 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 1.98 , -   , 1.00 , 0.32 , -   , 1.98 , -   , 15.07 , 7.00 , -   , -   , -   , -   , 7.96 , 2.14 , 0.00142 , 0.87 ,,4/8/2035,10/17/2032,11/1/2032, 15.00 ,1/1/2038,2032,2032,2032, 3.00 , -   , 96.93 , OT , AQ , 0.30 
 AQD-12_RB , AQCPP , G , INFILL , B , PSC , 0.429 , 0.84 , -   ," 9,317 ", 1.08 , 32.29 , 1.00 , 938.52 , 873.87 , 3.22 , 15.17 , 3 , 11.28 , 0.01 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 3.36 , -   , 1.00 , 0.54 , -   , 3.36 , -   , 21.64 , 7.00 , -   , -   , -   , -   , 13.51 , 3.38 , 0.00153 , 1.47 ,,4/30/2035,10/10/2032,11/1/2032, 22.00 ,9/1/2037,2032,2032,2032, 4.00 , -   , 96.93 , OT , AQ , 0.30 
 VDU-24 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.74 , 1.00 ," 9,965 ", 18.37 , 11.05 , 1.00 ," 1,105.48 "," 1,048.36 ", 4.84 , 6.82 , 15 , 33.22 , 0.41 , -   , -   , 4.50 , -   , 0.74 , -   , 0.74 , -   , 3.12 , 14.80 , -   , 1.00 , 2.37 , 1.00 , 14.80 , -   , 111.96 , 7.00 , -   , -   , -   , -   , 71.37 , 9.97 , 0.00274 , 7.76 ,,8/20/2035,8/11/2032,12/1/2032, 112.00 ,11/1/2035,2032,2032,2032, 20.00 , 1.00 , 86.37 , W , VD , 0.30 
 KLU-58 , AQCPP , G , WHP , B , PSC , 0.429 , 1.00 , -   ," 7,228 ", 0.83 , 9.31 , 1.00 ," 1,168.63 ", 998.94 , 2.66 , 1.10 , 13 , 44.81 , 0.02 , -   , -   , 4.50 , -   , 1.00 , -   , 1.00 , -   , -   , 13.00 , -   , 1.00 , 2.08 , 1.00 , 13.00 , -   , 59.07 , 7.00 , -   , -   , -   , -   , 59.74 , 13.44 , 0.00170 , 6.49 ,,10/18/2035,1/1/2033,3/1/2033, 59.00 ,9/1/2037,2033,2033,2033, 13.00 , -   , 97.10 , N , KL , 0.30 
 AQD-17 , AQCPP , G , WHP , B , PSC , 0.429 , 1.00 , -   ," 9,401 ", 1.08 , 6.09 , 1.00 , 938.52 , 873.87 , 3.22 , 15.17 , 20 , 59.82 , 0.05 , -   , -   , 4.50 , -   , 1.00 , -   , 1.00 , -   , -   , 20.00 , -   , 1.00 , 3.20 , 1.00 , 20.00 , -   , 131.43 , 7.00 , -   , -   , -   , -   , 80.40 , 17.95 , 0.00171 , 8.74 ,,2/26/2036,1/21/2033,6/1/2033, 131.00 ,12/1/2037,2033,2033,2033, 20.00 , -   , 96.93 , OT , AQ , 0.30 
 KLU-14 , AQCPP , G , WHP , B , PSC , 0.429 , 0.80 , 1.00 ," 7,151 ", 0.21 , 9.63 , 1.00 ," 1,046.81 ", 922.65 , 3.42 , 6.27 , 11 , 40.22 , 0.01 , -   , -   , 4.50 , -   , 0.80 , -   , 0.80 , -   , 3.12 , 11.20 , -   , 1.00 , 1.79 , 1.00 , 11.20 , -   , 50.68 , 7.00 , -   , -   , -   , -   , 47.54 , 12.07 , 0.00150 , 5.17 ,,4/17/2036,7/12/2033,9/1/2033, 51.00 ,9/1/2038,2033,2033,2033, 14.00 , 1.00 , 98.72 , N , KL , 0.30 
 CVD-17 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.98 , 1.00 ," 10,264 ", 19.67 , 8.12 , 1.00 ," 1,043.02 "," 1,019.34 ", 2.52 , 13.53 , 20 , 43.34 , 0.59 , -   , -   , 4.50 , -   , 0.98 , -   , 0.98 , -   , 3.12 , 19.60 , -   , 1.00 , 3.14 , 1.00 , 19.60 , -   , 171.89 , 7.00 , -   , -   , -   , -   , 91.90 , 13.00 , 0.00270 , 9.99 ,,10/6/2036,5/13/2036,11/1/2036, 172.00 ,2/1/2040,2036,2036,2036, 20.00 , 1.00 , 85.09 , S , CV , 0.30 
 AQD-38 , AQCPP , G , WHP , B52 , PSC , 0.429 , 1.00 , -   ," 11,079 ", 38.49 , 7.16 , 1.00 , 943.29 , 958.87 , 3.72 , 19.08 , 16 , 35.49 , 1.07 , -   , -   , 4.50 , -   , 1.00 , -   , 1.00 , -   , -   , 16.00 , -   , 1.00 , 2.56 , 1.00 , 16.00 , -   , 179.13 , 7.00 , -   , -   , -   , -   , 93.17 , 12.58 , 0.00373 , 7.67 ,,4/3/2037,11/3/2036,5/1/2037, 179.00 ,1/1/2040,2036,2036,2036, 16.00 , -   , 84.84 , S , AQ , 0.35 
 AQD-17_RA , AQCPP , G , INFILL , B , PSC , 0.429 , 1.00 , -   ," 9,303 ", 1.08 , 20.30 , 1.00 , 938.52 , 873.87 , 3.22 , 15.17 , 6 , 17.95 , 0.01 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 6.00 , -   , 1.00 , 0.96 , -   , 6.00 , -   , 38.51 , 7.00 , -   , -   , -   , -   , 24.12 , 5.38 , 0.00171 , 2.62 ,,5/12/2037,4/23/2037,6/1/2037, 39.00 ,3/1/2042,2037,2037,2037, 6.00 , -   , 96.93 , OT , AQ , 0.30 
 CVD-08 , AQCPP , G , WHP , B52 , PSC , 0.429 , 1.00 , -   ," 9,972 ", 11.41 , 8.67 , 1.00 ," 1,034.48 ", 983.46 , 5.26 , 10.96 , 20 , 42.83 , 0.34 , -   , -   , 4.50 , -   , 1.00 , -   , 1.00 , -   , -   , 20.00 , -   , 1.00 , 3.20 , 1.00 , 20.00 , -   , 151.58 , 7.00 , -   , -   , -   , -   , 90.48 , 12.85 , 0.00269 , 9.83 ,,10/11/2037,6/2/2037,11/1/2037, 152.00 ,12/1/2040,2037,2037,2037, 20.00 , -   , 89.12 , W , CV , 0.30 
 CVD-17_RA , AQCPP , G , INFILL , B52 , PSC , 0.429 , 0.98 , -   ," 10,382 ", 19.67 , 27.05 , 1.00 ," 1,043.02 "," 1,019.34 ", 2.52 , 13.53 , 6 , 13.00 , 0.18 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 5.88 , -   , 1.00 , 0.94 , -   , 5.88 , -   , 53.06 , 7.00 , -   , -   , -   , -   , 27.57 , 3.90 , 0.00270 , 3.00 ,,12/3/2037,11/9/2037,1/1/2038, 53.00 ,2/1/2041,2037,2037,2037, 6.00 , -   , 85.09 , S , CV , 0.30 
 KLU-57 , AQCPP , G , WHP , B , PSC , 0.429 , 0.81 , 1.00 ," 6,440 ", 0.83 , 10.21 , 1.00 ," 1,168.63 ", 998.94 , 2.66 , 1.10 , 15 , 40.85 , 0.02 , -   , -   , 4.50 , -   , 0.81 , -   , 0.81 , -   , 3.12 , 14.58 , -   , 1.00 , 2.33 , 1.00 , 14.58 , -   , 65.84 , 7.00 , -   , -   , -   , -   , 67.00 , 12.26 , 0.00209 , 7.28 ,,2/7/2038,12/25/2037,3/1/2038, 66.00 ,2/1/2042,2037,2037,2037, 18.00 , 1.00 , 97.10 , N , KL , 0.30 
 AQU-39 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.77 , 1.00 ," 10,762 ", 45.87 , 9.38 , 1.00 ," 1,040.42 "," 1,044.81 ", 4.12 , 13.73 , 11 , 25.71 , 0.87 , -   , -   , 4.50 , -   , 0.77 , -   , 0.77 , -   , 3.12 , 10.78 , -   , 1.00 , 1.72 , 1.00 , 10.78 , -   , 112.09 , 7.00 , -   , -   , -   , -   , 51.81 , 7.71 , 0.00257 , 5.63 ,,5/30/2038,2/9/2038,6/1/2038, 112.00 ,8/1/2041,2038,2038,2038, 14.00 , 1.00 , 82.01 , S , AQ , 0.30 
 CVD-08_RA , AQCPP , G , INFILL , B52 , PSC , 0.429 , 1.00 , -   ," 9,972 ", 11.41 , 57.81 , 1.00 ," 1,034.48 ", 983.46 , 5.26 , 10.96 , 3 , 6.42 , 0.05 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 3.00 , -   , 1.00 , 0.48 , -   , 3.00 , -   , 22.74 , 7.00 , -   , -   , -   , -   , 13.57 , 1.93 , 0.00269 , 1.48 ,,6/22/2038,6/8/2038,7/1/2038, 23.00 ,8/1/2041,2038,2038,2038, 3.00 , -   , 89.12 , W , CV , 0.30 
 AQU-19 , AQCPP , G , WHP , B , PSC , 0.429 , 0.75 , 1.00 ," 10,200 ", 1.08 , 7.30 , 1.00 , 938.52 , 873.87 , 3.22 , 15.17 , 15 , 49.91 , 0.04 , -   , -   , 4.50 , -   , 0.75 , -   , 0.75 , -   , 3.12 , 15.00 , -   , 1.00 , 2.40 , 1.00 , 15.00 , -   , 129.56 , 7.00 , -   , -   , -   , -   , 60.30 , 14.97 , 0.00154 , 6.55 ,,4/3/2038,12/22/2037,5/1/2038, 130.00 ,9/1/2043,2037,2037,2037, 20.00 , 1.00 , 96.93 , OT , AQ , 0.30 
 CVD-02 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.85 , 1.00 ," 10,752 ", 10.60 , 9.01 , 1.00 ," 1,013.88 ", 969.40 , 4.92 , 12.23 , 17 , 40.96 , 0.31 , -   , -   , 4.50 , -   , 0.85 , -   , 0.85 , -   , 3.12 , 17.00 , -   , 1.00 , 2.72 , 1.00 , 17.00 , -   , 176.36 , 7.00 , -   , -   , -   , -   , 87.41 , 13.36 , 0.00287 , 8.24 ,,9/26/2038,4/8/2038,10/1/2038, 176.00 ,1/1/2042,2038,2038,2038, 20.00 , 1.00 , 89.34 , W , CV , 0.33 
 AQU-43 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.88 , 1.00 ," 11,302 ", 39.09 , 7.27 , 1.00 , 950.85 , 965.57 , 3.75 , 18.66 , 16 , 34.84 , 1.06 , -   , -   , 4.50 , -   , 0.88 , -   , 0.88 , -   , 3.12 , 15.84 , -   , 1.00 , 2.53 , 1.00 , 15.84 , -   , 186.80 , 7.00 , -   , -   , -   , -   , 82.15 , 11.45 , 0.00318 , 7.65 ,,4/1/2039,9/26/2038,4/1/2039, 187.00 ,2/1/2042,2038,2038,2038, 18.00 , 1.00 , 84.62 , S , AQ , 0.33 
 AQU-19_RA , AQCPP , G , INFILL , B , PSC , 0.429 , 0.75 , -   ," 10,157 ", 1.08 , 36.48 , 1.00 , 938.52 , 873.87 , 3.22 , 15.17 , 3 , 9.98 , 0.01 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 3.00 , -   , 1.00 , 0.48 , -   , 3.00 , -   , 25.64 , 7.00 , -   , -   , -   , -   , 12.06 , 2.99 , 0.00154 , 1.31 ,,2/20/2039,2/3/2039,3/1/2039, 26.00 ,7/1/2044,2039,2039,2039, 4.00 , -   , 96.93 , OT , AQ , 0.30 
 KLU-04 , AQCPP , G , WHP , B , PSC , 0.429 , 0.66 , 1.00 ," 8,795 ", 2.59 , 13.88 , 1.00 ," 1,155.84 ", 998.51 , 2.86 , 2.56 , 7 , 29.58 , 0.05 , -   , -   , 4.50 , -   , 0.66 , -   , 0.66 , -   , 3.12 , 7.26 , -   , 1.00 , 1.16 , 1.00 , 7.26 , -   , 41.51 , 7.00 , -   , -   , -   , -   , 33.35 , 8.87 , 0.00144 , 3.62 ,,4/3/2039,3/20/2039,5/1/2039, 42.00 ,12/1/2044,2039,2039,2039, 11.00 , 1.00 , 94.74 , N , KL , 0.30 
 CVD-02_RA , AQCPP , G , INFILL , B52 , PSC , 0.429 , 0.85 , -   ," 10,694 ", 11.41 , 39.41 , 1.00 ," 1,034.48 ", 983.46 , 5.26 , 10.96 , 4 , 9.42 , 0.08 , -   , -   , 4.50 , -   , -   , -   , -   , -   , -   , 4.25 , -   , 1.00 , 0.68 , -   , 4.25 , -   , 43.50 , 7.00 , -   , -   , -   , -   , 19.23 , 2.83 , 0.00260 , 2.09 ,,5/17/2039,4/18/2039,6/1/2039, 44.00 ,10/1/2042,2039,2039,2039, 5.00 , -   , 89.12 , W , CV , 0.30 
 AQU-04 , AQCPP , G , WHP , B , PSC , 0.429 , 0.50 , 1.00 ," 8,879 ", 1.75 , 16.36 , 1.00 ," 1,069.16 ", 953.67 , 2.02 , 7.48 , 6 , 24.15 , 0.03 , -   , -   , 4.50 , -   , 0.50 , -   , 0.50 , -   , 3.12 , 6.00 , -   , 1.00 , 0.96 , 1.00 , 6.00 , -   , 34.94 , 7.00 , -   , -   , -   , -   , 26.32 , 7.25 , 0.00139 , 2.86 ,,6/21/2039,5/27/2039,7/1/2039, 35.00 ,3/1/2045,2039,2039,2039, 12.00 , 1.00 , 95.72 , OT , AQ , 0.30 
 CVD-04 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.83 , 1.00 ," 10,901 ", 19.67 , 9.40 , 1.00 ," 1,043.02 "," 1,019.34 ", 2.52 , 13.53 , 17 , 37.41 , 0.51 , -   , -   , 4.50 , -   , 0.83 , -   , 0.83 , -   , 3.12 , 16.60 , -   , 1.00 , 2.66 , 1.00 , 16.60 , -   , 178.28 , 7.00 , -   , -   , -   , -   , 77.84 , 11.22 , 0.00265 , 8.46 ,,9/26/2039,4/6/2039,10/1/2039, 178.00 ,12/1/2042,2039,2039,2039, 20.00 , 1.00 , 85.09 , S , CV , 0.30 
 VDU-29 , AQCPP , G , WHP , B52 , PSC , 0.429 , 0.38 , 1.00 ," 5,933 ", 18.37 , 30.23 , 1.00 ," 1,105.48 "," 1,048.36 ", 4.84 , 6.82 , 5 , 12.14 , 0.15 , -   , -   , 4.50 , -   , 0.38 , -   , 0.38 , -   , 3.12 , 4.56 , -   , 1.00 , 0.73 , 1.00 , 4.56 , -   , 21.42 , 7.00 , -   , -   , -   , -   , 21.99 , 3.64 , 0.00231 , 2.39 ,,10/17/2039,10/11/2039,11/1/2039, 21.00 ,7/1/2043,2039,2039,2039, 12.00 , 1.00 , 86.37 , W , VD , 0.30 
 CVU-18 , AQCPP , G , WHP , B52 , PSC , 0.429 , 1.00 , -   ," 11,229 ", 19.67 , 8.31 , 1.00 ," 1,043.02 "," 1,019.34 ", 2.52 , 13.53 , 19 , 42.28 , 0.57 , -   , -   , 4.50 , -   , 1.00 , -   , 1.00 , -   , -   , 19.00 , -   , 1.00 , 3.04 , 1.00 , 19.00 , -   , 220.31 , 7.00 , -   , -   , -   , -   , 89.09 , 12.68 , 0.00268 , 9.68 ,,1/27/2040,6/26/2039,2/1/2040, 220.00 ,4/1/2043,2039,2039,2039, 19.00 , -   , 85.09 , S , CV , 0.30 
